,Unnamed: 0,ID,Latitude,Longitude,State
1710,164679,8246.0,14.8531,78.3714,Andhra Pradesh
1711,164699,8247.0,13.4022,78.0514,Karnataka
1712,164719,8248.0,10.4491,77.5296,Tamil Nadu
1713,164739,8249.0,8.95491,77.3099,Tamil Nadu
1714,164759,8250.0,27.5181,82.6478,Uttar Pradesh
1715,164779,8251.0,25.4408,81.8365,Uttar Pradesh
1716,164799,8252.0,25.1807,81.6159,Uttar Pradesh
1717,164819,8253.0,12.6742,77.9687,Tamil Nadu
1718,164839,8254.0,9.08261,77.3482,Tamil Nadu
1719,164859,8255.0,8.18327,77.2453,Tamil Nadu
1720,164879,8256.0,26.1118,82.0404,Uttar Pradesh
1721,164899,8257.0,19.0655,79.4881,Telangana
1722,164919,8258.0,18.885,79.4444,Telangana
1723,164939,8259.0,26.777,82.3823,Uttar Pradesh
1724,164959,8260.0,25.9265,81.9976,Uttar Pradesh
1725,164979,8261.0,11.7944,77.8194,Tamil Nadu
1726,164999,8262.0,24.3234,81.3345,Madhya Pradesh
1727,165019,8263.0,18.6111,79.3825,Telangana
1728,165039,8264.0,10.1225,77.543,Tamil Nadu
1729,165059,8265.0,9.18246,77.4025,Tamil Nadu
1730,165079,8266.0,25.6968,81.9132,Uttar Pradesh
1731,165099,8267.0,25.5288,81.8553,Uttar Pradesh
1732,165119,8268.0,24.8168,81.5368,Madhya Pradesh
1733,165139,8269.0,23.7652,81.1244,Madhya Pradesh
1734,165159,8270.0,15.137,78.5058,Andhra Pradesh
1735,165179,8271.0,8.23858,77.3199,Tamil Nadu
1736,165199,8272.0,18.7478,79.4915,Telangana
1737,165219,8273.0,17.7215,79.1607,Telangana
1738,165239,8274.0,12.138,77.9035,Tamil Nadu
1739,165259,8275.0,24.9819,81.6433,Madhya Pradesh
1740,165279,8276.0,8.71117,77.3879,Tamil Nadu
1741,165299,8277.0,26.9345,82.5025,Uttar Pradesh
1742,165319,8278.0,25.2913,81.7983,Uttar Pradesh
1743,165339,8279.0,16.6934,78.9164,Telangana
1744,165359,8280.0,11.5849,77.8389,Tamil Nadu
1745,165379,8281.0,27.3198,82.6956,Uttar Pradesh
1746,165399,8282.0,26.4828,82.2996,Uttar Pradesh
1747,165419,8283.0,13.1331,78.1287,Karnataka
1748,165439,8284.0,27.1895,82.6491,Uttar Pradesh
1749,165459,8285.0,27.4984,82.7908,Uttar Pradesh
1750,165479,8286.0,24.2257,81.3731,Madhya Pradesh
1751,165499,8287.0,26.5714,82.3836,Uttar Pradesh
1752,165519,8288.0,24.5022,81.4994,Madhya Pradesh
